Column1,productname,productsubname,productprice,productactualprice
740,Supima: Navy Blue,Supima T-Shirts,999,999
741,Captain America: Cap's Shield (Glow In The Dark),T-Shirts,599,599
742,Spider-Man: Miles,Oversized T-Shirts,599,999
743,Supima: Burnt Sienna,Supima Drop Cut T-Shirts,999,999
744,Star Wars: Mando,T-Shirts,699,699
745,SpongeBob: Krabby Patty,Oversized T-Shirts,699,999
746,TSS Originals: Wandering Octopus,Oversized T-Shirts,899,899
747,Dexter: Genius Alert,T-Shirts,499,699
748,TSS Originals: Bangalore,Oversized T-Shirts,1049,1049
749,Mickey Mouse: Cruising,T-Shirts,899,899
750,"Colourblock: Sky Blue, White",Oversized T-Shirts,699,999
751,Solids: Sunshine Yellow,Oversized T-Shirts,749,749
752,Superman: Man Of Steel,Polos,999,999
753,Solids: Mustard Yellow,T-Shirts,349,599
754,Loki: Time Variance Authority,Oversized T-Shirts,1049,1049
755,Rick & Morty: Portal Heads,Oversized T-Shirts,849,849
756,Harry Potter: Hufflepuff Gang,Oversized T-Shirts,849,849
757,Colourblock: Green,Oversized T-Shirts,1049,1049
758,Solids: Maroon Melange,T-Shirts,349,599
759,Batman: 39,Oversized Polos,999,999
760,Pink Panther: What Is Life?,Oversized Full Sleeve T-Shirts,899,1199
761,Solids: Lavender White & Berry,Oversized Polos,699,999
762,TSS Originals: Sunset Chasers,Oversized T-Shirts,649,999
763,Punisher: The One Man Army,Men Rugby Polos,1499,1499
764,Solids: Navy,Mandarin Polos,999,999
765,Brooklyn Nine-Nine: Noice,T-Shirts,849,849
766,Samurai Jack: Blade,Oversized T-Shirts,1049,1049
767,Solids: Coral Orange,Oversized T-Shirts,599,999
768,Transformers: Autobots,Oversized T-Shirts,649,999
769,TSS Originals: OGs Only,Oversized Polos,1199,1199
770,Solids: Atlantic Blue,Oversized T-Shirts,699,999
771,Supima: Watermelon,Supima T-Shirts,999,999
772,Marvel: Avengers Assemble,Oversized T-Shirts,999,999
773,Deadpool: Chimichangas!,Oversized T-Shirts,999,999
774,TSS Originals: Country Roads,Oversized T-Shirts,699,999
775,Batman: The Dark Knight,T-Shirts,799,799
776,Solids: Lime Green,Oversized T-Shirts,699,999
777,Looney Tunes: Taz Life,T-Shirts,699,699
778,Courage: For Love,T-Shirts,349,699
779,Star Wars: Millennium Falcon,Oversized T-Shirts,999,999
780,Looney Tunes: Taz Devil,T-Shirts,699,699
781,Tom And Jerry: Angry Tom,T-Shirts,649,649
782,Tom And Jerry: All I Need,T-Shirts,549,549
783,Rick And Morty: The Plan,Men Co-ord Sets,799,999
784,ISRO: Mission GSLV,Oversized Polos,1299,1299
785,Thor: The Thunder,T-Shirts,699,699
786,Tarot: Spider-Man,Oversized T-Shirts,1049,1049
787,Gypsy Soul,Oversized T-Shirts,649,999
788,Seinfeld: Doodle,Oversized Full Sleeve T-Shirts,899,899
789,F.R.I.E.N.D.S: Doodle,Oversized T-Shirts,849,849
790,Tie Dye: Grey and Black,Oversized T-Shirts,849,849
791,Black Panther: Wakanda Forever (Utility),Oversized T-Shirts,1049,1049
792,Black Adam: Logo (Raglan),Oversized Full Sleeve T-Shirts,799,1199
793,Pink Panther: The Art Of Chilling,Oversized T-Shirts,599,999
794,Harry Potter: Character Pattern,T-Shirts,899,899
795,Fukrey: Fukra Bandha,Oversized T-Shirts,649,999
796,Solid: Light Melange,Henley T-Shirts,799,799
797,Solids: Chocolate Brown,Henley T-Shirts,699,699
798,Solids Mandarin Polo: Teal,Mandarin Polos,849,849
799,Aquaman: King of Atlantis,Oversized T-Shirts,699,999
800,Looney Tunes: Hungry Taz,T-Shirts,799,799
801,Ombre: Wild Lime,Oversized T-Shirts,799,799
802,Nerdy Equations,T-Shirts,899,899
803,Harry Potter: Slytherin,Oversized Polos,699,999
804,"Solids: Sage Green, Black Colourblock",Oversized Polos,699,999
805,The Office: Best of Dunder Mifflin,T-Shirts,599,599
806,Minions: Dropping Beats,Oversized Full Sleeve T-Shirts,599,1199
807,GOTG: Stay Weird,Oversized T-Shirts,549,999
808,Donald Duck: Pattern,T-Shirts,649,649
809,Solids: Flamingo Pink,Oversized T-Shirts,799,999
810,Peanuts: Ruff Day,T-Shirts,699,699
811,Avengers: The Mightiest Heroes,Oversized T-Shirts,899,899
812,Solids: Grey,Oversized T-Shirts,949,949
813,Pink Panther: Jammin',Oversized T-Shirts,499,999
814,Solids: Deep Lavender,Polos,849,849
815,Solids: Denim Blue,Oversized Polos,999,999
816,Batman: HD Logo,Oversized T-Shirts,999,999
817,Solids: Light Lavender,Mandarin Polos,899,899
818,"Colourblock: White, Maroon",Oversized T-Shirts,649,999
819,One Piece: Roronoa Zoro,Oversized T-Shirts,699,999
820,TSS Originals: Lemon Drop,Oversized Polos,699,999
821,Harry Potter: Master Of Death,Men Rugby Polos,1199,1199
822,TSS Originals: Camo Print,Jerseys,599,899
823,Solids: Yellow White & Navy,Oversized Polos,599,999
824,TSS Originals: Aqua Spring,Oversized Polos,799,999
825,TSS Originals: Mauve Magic,Oversized Polos,949,949
826,Black Panther: Long Live The King,Oversized T-Shirts,1049,1049
827,Supima: Nude Pink,Supima Drop Cut T-Shirts,699,999
828,Solids: Dark Green,Mandarin Polos,749,999
829,Harry Potter: Hogwarts History,Oversized T-Shirts,949,949
830,Deadpool: Killin' It,T-Shirts,999,999
831,TSS Originals: Relentless Shark,Oversized T-Shirts,999,999
832,TSS Originals: Otaku,Oversized Full Sleeve T-Shirts,999,999
833,Looney Tunes: Samurai Bugs,Oversized Full Sleeve T-Shirts,799,1199
834,The Jetsons: Out Of This World,T-Shirts,499,699
835,Alien Invasion: Pizza,Oversized T-Shirts,649,999
836,Solids: Burgundy,Oversized Full Sleeve T-Shirts,999,999
837,Avengers: Mech Strike,Oversized Full Sleeve T-Shirts,599,1199
838,Ghost Rider: Vengeance,Oversized Full Sleeve T-Shirts,799,1199
839,Looney Tunes: What's Up Doc,Oversized Full Sleeve T-Shirts,799,1199
840,Garfield: I Skate Mondays,Oversized T-Shirts,849,849
841,TSS Originals: Apple Mint,Oversized Polos,699,999
842,TSS Originals: Lemonade,Oversized T-Shirts,749,999
843,Tom & Jerry: Not Quiet Just Plotting,Oversized Full Sleeve T-Shirts,999,999
844,The Office: Dammit Jim,T-Shirts,599,599
845,Avatar: Logo (Glow In The Dark),T-Shirts,599,599
846,Tom And Jerry: Basket,T-Shirts,599,599
847,Supima: Off White,Supima T-Shirts,899,899
848,TSS Originals: Souled Vibe,Oversized T-Shirts,649,999
849,TSS Originals: Coffee Invasion,Oversized T-Shirts,549,999
850,TSS Originals: Airy Blue,Oversized Polos,949,949
851,Captain America: Shield,T-Shirts,549,699
852,Solids: Rich Maroon,Mandarin Polos,899,899
853,SpongeBob: Like A Boss,Oversized T-Shirts,799,999
854,The Office: Employee Of The Month,T-Shirts,599,599
855,Peanuts: Skate It Off,Polos,999,999
856,Naruto: Team Kakashi,Men Relaxed Fit T-Shirts,599,799
857,Black Panther: The King,T-Shirts,799,799
858,The Phantom: Necessary,T-Shirts,599,599
859,Spider-Man: With Great Power,T-Shirts,399,699
860,Superman: Emblem,Oversized Full Sleeve T-Shirts,799,999
861,Captain America: Sentinel Of Liberty,Oversized T-Shirts,899,899
862,Pink Panther: Nostalgic,Hooded T-Shirts,1299,1299
863,The Flash: Through Time,Oversized T-Shirts,699,999
864,Superman: Metropolis Blue (Tie Dye),Oversized T-Shirts,749,999
865,Solid: Snow Blue,Jerseys,399,399
866,"Colourblock: Peach, White, Black",Oversized T-Shirts,849,849
867,Rick and Morty: Higher Self (Acid Wash),T-Shirts,549,699
868,Naruto: The Rogue Ninja,T-Shirts,699,699
869,Marvel: Spiderman Logo,Oversized T-Shirts,899,899
870,Solid: Navy,Hooded T-Shirts,799,999
871,Hulk: Logo (Colourblock),Zipper Polos,1299,1299
872,Solids: White Camo,Drop Cut T-Shirts,499,799
873,TSS Originals: Berry,Oversized Polos,949,949
874,Ninja Warrior,Oversized T-Shirts,799,999
875,The Flash: Speedster,Oversized T-Shirts,699,999
876,Money Heist: Bella Ciao,T-Shirts,749,749
877,Batman: Chase The Joker,Oversized T-Shirts,999,999
878,Garfield: Lasagna,T-Shirts,599,599
879,Solids: Mystery Black,Mandarin Polos,899,899
880,ISRO: Emblem,T-Shirts,399,699
881,Brooklyn Nine-Nine: Hitchcock & Scully,Men Relaxed Fit T-Shirts,699,699
882,TSS Originals: Blue Ripples,Oversized T-Shirts,999,999
883,Solid: Grey,T-Shirts,649,649
884,Truck Art: Superman,Oversized T-Shirts,649,999
885,Ed Sheeran: Flower (Ombre),T-Shirts,699,699
886,Solids: Jade Green,Oversized T-Shirts,599,999
887,Harry Potter: Gryffindor Gang,Oversized T-Shirts,999,999
888,SpongeBob: Let's Go,Oversized T-Shirts,799,999
889,Spider-Man: Logo,Oversized Polos,899,899
890,TSS Originals: Here We Go Again,Oversized T-Shirts,1199,1199
891,Garfield: Comics,T-Shirts,549,699
892,Superman: Son of Krypton,Hooded T-Shirts,799,999
893,Iron Man: The Invincible,Hooded T-Shirts,999,999
894,Superman: Alter Ego,T-Shirts,349,449
895,Solids: Navy (Mandarin Polo),Mandarin Polos,799,999
896,Iron Man: Arc Reactor,Hooded T-Shirts,1049,1049
897,TSS Originals: Souled,Oversized T-Shirts,749,999
898,Solids: Nude Pink,Hooded T-Shirts,549,999
899,Avengers: Logo,Drop Cut T-Shirts,849,849
900,The Lion King: Hakuna Matata,T-Shirts,699,699
901,Justice League: Logo,Drop Cut T-Shirts,899,899
902,Solids: Smoky Grey Camo,T-Shirts,499,499
903,Supima: TSS Since 2013,Supima T-Shirts,999,999
904,Peanuts: Whatever,Oversized T-Shirts,699,999
905,Looney Tunes: Bugs Bunny,Mandarin Polos,699,999
906,Archie: The Gang,Oversized T-Shirts,849,849
907,Superman: Flying High,Men Full Sleeve T-Shirts,499,699
908,Solids: Brick Red,Men Performance Essential T-Shirts,399,599
909,Iron Man: Mask,Oversized Polos,849,849
910,Rebel Moon: Jimmy,Oversized T-Shirts,999,999
911,Solids: Powder Blue,Oversized Polos,799,999
912,Captain America: The Shield,Drop Cut T-Shirts,599,599
913,Solids: Deep Lavender,Oversized Full Sleeve T-Shirts,799,1199
914,Peanuts: Skate Of Mind,Oversized Full Sleeve T-Shirts,999,999
915,TSS Originals: White Block,Oversized Polos,999,999
916,Solids: Mauve Stripes,Men Rugby Polos,799,799
917,The Office: Undivided Attention,T-Shirts,499,699
918,Naruto: Akatsuki Polo,Polos,899,899
919,TSS Originals: Lion City,Oversized T-Shirts,899,899
920,TSS Originals: Real Nareal,Oversized T-Shirts,699,999
921,Joker: World Burns,Oversized T-Shirts,999,999
922,TSS Originals: Striped T-shirt (Blue),Men Full Sleeve T-Shirts,399,699
923,Rick And Morty: Outta Here,T-Shirts,449,449
924,Brooklyn Nine-Nine: Punk,Men Relaxed Fit T-Shirts,499,499
925,Solids: Red Camo (Active Wear),Men Performance Essential Drop Cut T-Shirts,699,899
926,Spider-Man: 2099,T-Shirts,549,549
927,TSS Originals: Sage Green,Oversized Polos,899,899
928,Minions: Hustle For Muscle,T-Shirts,499,699
929,Solids: Faded Purple,T-Shirts,749,749
930,Solid: Navy Dot,Jerseys,299,499
931,Marvel: Avengers Assemble,Zipper Polos,999,999
932,Captain America: Super Soldier,Hooded T-Shirts,699,999
933,Solids: Emerald Green,T-Shirts,549,549
934,Rick And Morty: Szechuan,Oversized Full Sleeve T-Shirts,999,999
935,Garfield: Silence Is Better,T-Shirts,749,749
936,Solids: Marine Melange,T-Shirts,449,449
937,Harry Potter: Gryffindor Pride (Vintage Wash),Mandarin Polos,999,999
938,BGMI: Winner Winner Chicken Dinner,T-Shirts,449,449
939,Solids: Scuba Blue Colourblock,Polos,999,999
940,Scooby Doo: Those Meddling Kids,Oversized T-Shirts,849,849
941,Solids: Maroon Melange Drop Cut,Drop Cut T-Shirts,699,699
942,Tie Dye: Blue,Oversized Polos,899,899
943,Superman: Logo (Ombre),Polos,899,899
944,Solids: Black,Jerseys,399,399
945,Solids: Bang Blue,T-Shirts,369,699
946,Popeye: Local Hero,Men Relaxed Fit T-Shirts,699,699
947,Popeye: The Sailor Man,Men Relaxed Fit T-Shirts,599,799
948,Let's Hit The Road,T-Shirts,599,599
949,Donald Duck: Happy Face,T-Shirts,849,849
950,Wolverine: Power Unleashed,Oversized T-Shirts,1299,1299
951,Solids Step Hem T-shirt: Grey Camo,T-Shirts,499,499
952,Solids: Dark Forest Colourblock,Men Rugby Polos,1299,1299
953,Solids: Peach Pink,T-Shirts,299,699
954,Avengers: Assemble,T-Shirts,699,699
955,Money Heist: La Casa De Papel,T-Shirts,499,699
956,Kung Fu Panda: Warrior Business,Oversized T-Shirts,999,999
957,Solids: Powder Blue,Hooded T-Shirts,999,999
958,Solids Mandarin Polo: Nude Pink,Mandarin Polos,699,699
959,TSS Originals: Anime,Oversized Full Sleeve T-Shirts,999,999
960,Solids: Royal Blue,Jerseys,299,499
961,Marvel: Vintage Heroes,T-Shirts,749,749
962,Spider-Man: Web Design,Oversized T-Shirts,849,849
963,Superman: Classic Logo,Men Full Sleeve T-Shirts,549,799
964,Iron Man: The Invincible,Oversized Full Sleeve T-Shirts,999,999
965,Solids: Off White,Hooded T-Shirts,949,949
966,Solids Slub: Steel Grey,T-Shirts,499,499
967,Solids: Ocean Blue,T-Shirts,499,499
968,Solids: Navy,Jerseys,299,499
969,Solids: Salmon (Bomber Polo),Bomber Neck Polos,899,899
970,Tie Dye: Psychedelic Groove,Oversized Full Sleeve T-Shirts,999,999
971,Save the Tortoise,T-Shirts,549,549
